Ticker,Action (Buy/Sell),Position value,Stock price,Action volume ($USD Est.),New position ROI (%),Date recorded (publish date)
kkr,buy,68484.0,47.78,56500.0,1.25,2021-03-13
dis,buy,104449.43614421085,198.41,83500.0,1.28,2021-03-13
abt,buy,140183.5,115.54,113500.0,1.25,2021-03-13
aig,buy,88107.19488,46.84,64500.0,1.42,2021-03-13
wba,buy,63336.396949926406,51.08,56500.0,1.28,2021-03-13
mtch,buy,32500.0,155.0,32500.0,1,2021-03-13
snap,sell,32500.0,59.62,32500.0,4.32,2021-03-13
tyl,buy,17360.0,412.12,16000.0,1.17,2021-03-13
ilmn,sell,153499.84298318188,405.74,121500.0,1.25,2021-03-13
info,sell,35570.804992,93.78,24000.0,1.36,2021-03-13
bepc,sell,8000.0,45.12,8000.0,0.96,2021-03-13
bipc,sell,8000.0,72.49,8000.0,1.56,2021-03-13
info,sell,27570.804991999998,93.78,16000.0,1.48,2021-03-13
v,buy,96878.63132800003,225.14,74500.0,1.34,2021-03-13
mtch,buy,40500.0,155.0,40500.0,1.0,2021-03-13
snap,sell,24500.0,59.62,24500.0,1.0,2021-03-13
met,sell,8000.0,60.48,8000.0,1.04,2021-04-17
txn,sell,216320.87509713098,192.64,129500.0,1.63,2021-04-17
orly,sell,34948.85298176,521.99,24000.0,1.34,2021-04-17
txn,sell,208320.87509713098,192.64,121500.0,1.67,2021-04-17
jpm,sell,743513.0518095836,150.01,480500.0,1.54,2021-04-17
aig,sell,78345.05098239999,45.83,56500.0,1.34,2021-04-17
hum,buy,88375.84812800001,434.88,72500.0,1.25,2021-04-17
znga,buy,19120.0,10.73,16000.0,1.39,2021-04-17
znga,buy,27120.0,10.73,24000.0,1.2,2021-04-17
znga,buy,35120.0,10.73,32000.0,1.13,2021-04-17
fb,buy,90659.10720600936,308.95,63500.0,1.49,2021-04-17
ko,buy,167135.75695448008,52.13,157500.0,1.06,2021-04-17
ko,buy,175135.75695448008,52.13,165500.0,1.06,2021-04-17
ko,buy,183135.75695448008,52.13,173500.0,1.06,2021-04-17
ko,buy,191135.75695448008,52.13,181500.0,1.06,2021-04-17
ko,buy,199135.75695448008,52.13,189500.0,1.05,2021-04-17
ko,buy,205144.39938493527,51.73,197500.0,1.04,2021-04-17
ko,buy,213144.39938493527,51.73,205500.0,1.04,2021-04-17
wba,buy,71969.76091942567,51.72,64500.0,1.13,2021-04-17
t,buy,422297.6028859018,21.03,373500.0,1.13,2021-04-17
wab,buy,242931.32385711925,80.22,201000.0,1.22,2021-04-17
cmg,buy,96244.20528000002,1558.88,72500.0,1.37,2021-04-17
el,sell,117762.84631020001,311.49,64500.0,1.73,2021-04-17
nvda,buy,284512.215411265,161.54,113000.0,2.63,2021-04-17
snap,buy,34215.0,63.89,32500.0,1.07,2021-04-17
info,sell,22327.8854912,103.37,8000.0,1.9,2021-04-17
adbe,buy,187267.79023189453,525.44,121500.0,1.58,2021-04-17
info,sell,8000.0,103.37,8000.0,2.79,2021-04-17
mtch,buy,46475.0,146.54,48500.0,0.95,2021-04-17
cme,buy,24256.410607568025,202.08,23000.0,1.08,2021-04-17
snap,sell,26215.0,63.89,24500.0,1.05,2021-04-17
jpm,sell,794994.0959543503,161.56,472500.0,1.67,2021-05-15
jpm,sell,786994.0959543503,161.56,464500.0,1.68,2021-05-15
orly,sell,29045.7841606656,554.42,16000.0,1.54,2021-05-15
orly,sell,21045.7841606656,554.42,8000.0,1.82,2021-05-15
orly,sell,8000.0,554.42,8000.0,2.63,2021-05-15
znga,buy,40310.4,9.87,40000.0,1.01,2021-05-15
cat,buy,74054.911875,239.56,48500.0,1.63,2021-05-15
wfc,buy,215680.946144,46.01,131500.0,1.68,2021-05-15
lin,buy,82382.71999999999,298.77,56500.0,1.53,2021-05-15
mmc,buy,98060.43945471999,134.0,72500.0,1.4,2021-05-15
ph,buy,115845.1807064,313.68,80500.0,1.49,2021-05-15
shw,buy,48939.443199999994,287.05,32000.0,1.71,2021-05-15
d,buy,61784.0,75.79,56500.0,1.11,2021-05-15
frc,buy,32687.04,186.91,24000.0,1.54,2021-05-15
txn,buy,201738.4138403318,178.5,129500.0,1.59,2021-05-15
hig,buy,54449.85962239999,63.43,48500.0,1.15,2021-05-15
hbi,buy,24368.0,18.13,24000.0,1.02,2021-05-15
fis,buy,115925.34086466032,149.55,105000.0,1.11,2021-05-15
pfe,buy,360592.42811566626,39.23,312000.0,1.16,2021-05-15
v,buy,103909.84501472003,223.85,82500.0,1.29,2021-05-15
abbv,buy,241202.89047466047,113.72,139500.0,1.77,2021-05-15
adm,buy,45641.799999999996,65.66,32000.0,1.57,2021-05-15
gild,buy,16800.0,68.2,16000.0,1.1,2021-05-15
hum,buy,100794.64053440002,455.67,80500.0,1.28,2021-05-15
bkng,buy,124567.66076,2291.85,97000.0,1.31,2021-05-15
bac,buy,246616.99702808005,41.05,153000.0,1.65,2021-05-15
vz,buy,245597.30145022555,56.79,223500.0,1.1,2021-05-15
met,buy,16400.0,63.56,16000.0,1.05,2021-05-15
ms,buy,76178.89865,83.08,40500.0,2.1,2021-05-15
cmcsa,buy,104727.7,57.14,83000.0,1.29,2021-05-15
schw,buy,62109.31069483609,70.18,56000.0,1.13,2021-05-15
mdlz,buy,71859.53802473602,62.08,64500.0,1.13,2021-05-15
kmb,buy,73454.8188608,131.28,72500.0,1.01,2021-05-15
pg,buy,200189.40645856,136.64,172000.0,1.17,2021-05-15
pep,buy,165116.98610663743,146.83,140000.0,1.19,2021-05-15
ctsh,buy,72522.7023872,71.05,72500.0,1.0,2021-05-15
vfc,buy,127409.949483776,82.4,105000.0,1.23,2021-05-15
abt,buy,150987.17,117.5,121500.0,1.26,2021-05-15
fb,buy,101378.88042218964,316.85,71500.0,1.47,2021-05-15
mdt,buy,155515.87631006975,123.61,129000.0,1.22,2021-05-15
gm,buy,110965.5,54.6,81000.0,1.41,2021-05-15
kkr,buy,86756.59999999999,54.98,64500.0,1.39,2021-05-15
tfc,buy,128273.46239999999,59.6,72500.0,1.86,2021-05-15
nvr,buy,63481.00000000001,4988.55,56500.0,1.14,2021-05-15
dis,buy,99915.50380690554,174.91,91500.0,1.1,2021-05-15
aig,buy,93396.105570816,49.95,64500.0,1.51,2021-05-15
orly,sell,8000.0,554.42,8000.0,1.0,2021-05-15
gm,sell,102965.5,54.6,73000.0,1.37,2021-05-15
ko,buy,227538.73136648332,53.28,213500.0,1.07,2021-05-15
ko,buy,235538.73136648332,53.28,221500.0,1.07,2021-05-15
de,buy,79043.84,383.4,40000.0,2.22,2021-05-15
mrk,buy,34509.7891,73.09,32000.0,1.1,2021-05-15
bwa,buy,27116.8,49.99,24000.0,1.19,2021-05-15
carr,buy,16880.0,43.27,16000.0,1.11,2021-05-15
chtr,buy,72721.94762498561,712.41,48000.0,1.62,2021-05-15
aig,buy,125896.105570816,49.95,97000.0,1.45,2021-05-15
msi,sell,22417.646161919998,201.06,16000.0,1.27,2021-05-15
msi,sell,14417.646161919998,201.06,8000.0,1.4,2021-05-15
kmb,sell,62516.626106368,126.16,64500.0,0.97,2021-06-11
kmb,sell,54516.626106368,126.16,56500.0,0.97,2021-06-11
kmb,sell,46516.626106368,126.16,48500.0,0.96,2021-06-11
ctsh,buy,80522.7023872,71.25,80500.0,1.0,2021-06-11
znga,buy,49922.816000000006,10.31,48000.0,1.05,2021-06-11
de,buy,80720.3328,351.37,48000.0,1.82,2021-06-11
rf,sell,51717.28,21.9,16000.0,2.49,2021-06-11
cbre,sell,26827.520000000004,89.04,8000.0,2.18,2021-06-11
csgp,buy,38600.0,84.83,32000.0,1.27,2021-06-11
info,sell,8000.0,106.94,8000.0,1.03,2021-06-11
mtch,buy,53080.75,142.67,56500.0,0.93,2021-06-11
fb,sell,98447.82444329913,333.94,63500.0,1.49,2021-06-11
snap,buy,33428.55,61.77,32500.0,1.04,2021-06-11
info,sell,8000.0,106.94,8000.0,1.0,2021-06-11
csgp,buy,46600.0,84.83,40000.0,1.21,2021-06-11
ares,buy,8000.0,57.62,8000.0,1,2021-06-11
msi,sell,8000.0,210.79,8000.0,1.89,2021-06-11
mtb,sell,41787.038720000004,150.19,24000.0,1.56,2021-06-11
mtch,buy,61080.75,142.67,64500.0,0.94,2021-06-11
isrg,sell,126259.37379299646,286.54,72500.0,1.67,2021-06-11
kmb,sell,40842.4574116864,132.23,40500.0,1.01,2021-07-14
met,sell,7088.0,58.24,8000.0,0.94,2021-07-14
ms,sell,75034.9995285,90.81,32500.0,2.05,2021-07-14
d,sell,51930.479999999996,73.66,48500.0,1.06,2021-07-14
pep,buy,181372.8354119693,153.91,148000.0,1.24,2021-07-14
hbi,buy,31636.96,17.66,32000.0,0.98,2021-07-14
ms,buy,83034.9995285,90.81,40500.0,2.31,2021-07-14
met,buy,15088.0,58.24,16000.0,0.89,2021-07-14
vfc,buy,134135.84998893825,81.69,113000.0,1.2,2021-07-14
de,buy,87913.129472,348.48,56000.0,1.66,2021-07-14
hig,buy,61360.862429951994,62.29,56500.0,1.1,2021-07-14
cat,buy,74649.42068750001,215.64,56500.0,1.37,2021-07-14
pg,buy,206187.5123939744,135.14,180000.0,1.15,2021-07-14
fis,buy,121606.83404736711,147.06,113000.0,1.08,2021-07-14
ph,buy,122686.728899336,310.55,88500.0,1.42,2021-07-14
abt,buy,8000.0,0.0,129500.0,0.0,2021-07-14
ctsh,buy,86107.021315584,69.25,88500.0,0.97,2021-07-14
mdt,buy,166626.19383627115,126.62,137000.0,1.23,2021-07-14
hum,buy,108794.64053440002,457.8,88500.0,1.25,2021-07-14
dis,buy,113910.43403531988,185.67,99500.0,1.16,2021-07-14
sbux,sell,275526.941985,119.99,161500.0,1.67,2021-07-14
d,sell,43930.479999999996,73.66,40500.0,1.07,2021-07-14
de,buy,95913.129472,348.48,64000.0,1.57,2021-07-14
fis,buy,129606.83404736711,147.06,121000.0,1.08,2021-07-14
mdt,buy,174626.19383627115,126.62,145000.0,1.22,2021-07-14
pg,buy,214187.5123939744,135.14,188000.0,1.15,2021-07-14
ph,buy,130686.728899336,310.55,96500.0,1.39,2021-07-14
hum,buy,116794.64053440002,457.8,96500.0,1.23,2021-07-14
ctsh,buy,94107.021315584,69.25,96500.0,0.97,2021-07-14
mndt,buy,89029.27983319561,21.24,39000.0,2.61,2021-07-14
nvr,buy,70846.19,4945.66,64500.0,1.11,2021-07-14
dis,buy,121910.43403531988,185.67,107500.0,1.14,2021-07-14
wba,buy,74212.18004587162,47.55,72500.0,1.03,2021-07-14
fnf,sell,8000.0,43.97,8000.0,1.42,2021-07-14
csgp,sell,39066.0,86.04,32000.0,1.18,2021-07-14
nflx,sell,92082.72392528877,545.33,47500.0,1.8,2021-07-14
nvda,sell,353330.51357230655,204.61,105000.0,3.2,2021-07-14
mtch,sell,63464.47749999999,166.68,56500.0,1.11,2021-07-14
nvda,sell,345330.51357230655,204.61,97000.0,3.37,2021-07-14
cbre,sell,8000.0,85.81,8000.0,3.22,2021-07-14
kkr,sell,62064.694,60.07,32000.0,1.47,2021-07-14
tdg,sell,32500.0,653.66,32500.0,1.88,2021-07-14
bam,sell,32500.0,50.66,32500.0,1.5,2021-07-14
hei,sell,8000.0,138.09,8000.0,1.25,2021-07-14
rop,buy,50908.46,480.38,40000.0,1.34,2021-07-14
info,sell,8000.0,112.02,8000.0,1.05,2021-07-14
dg,buy,39796.2496,218.56,32000.0,1.32,2021-07-14
it,sell,62819.70240000001,257.32,24000.0,2.21,2021-07-14
de,buy,113504.44241920002,384.92,72000.0,1.65,2021-08-14
znga,buy,47938.25280000001,8.2,56000.0,0.83,2021-08-14
mmc,buy,118808.29658383358,150.82,80500.0,1.53,2021-08-14
chtr,buy,87266.92291123432,778.24,56000.0,1.65,2021-08-14
frc,buy,42975.1328,200.08,32000.0,1.46,2021-08-14
txn,buy,221842.71867075172,188.78,137500.0,1.65,2021-08-14
kkr,buy,76271.1634,65.87,40000.0,2.13,2021-08-14
gild,buy,25472.0,70.88,24000.0,1.09,2021-08-14
abbv,buy,249202.89047466047,114.18,147500.0,1.73,2021-08-14
v,buy,115027.14036516164,230.62,90500.0,1.3,2021-08-14
wfc,buy,245249.0407584,50.79,139500.0,1.8,2021-08-14
schw,buy,74456.96244347462,74.97,64000.0,1.19,2021-08-14
cmcsa,buy,115869.531,59.03,91000.0,1.3,2021-08-14
cat,buy,83395.914894375,218.28,64500.0,1.33,2021-08-14
ph,buy,132152.3924543692,293.65,104500.0,1.29,2021-08-14
kmb,sell,33250.881985803266,133.43,32500.0,1.02,2021-08-14
shw,buy,59875.809792,305.55,40000.0,1.62,2021-08-14
bkng,buy,127584.95432959999,2208.06,105000.0,1.23,2021-08-14
ms,buy,102659.89946249,103.33,48500.0,2.34,2021-08-14
txn,buy,229842.71867075172,188.78,145500.0,1.61,2021-08-14
bwa,buy,32676.288,45.73,32000.0,1.03,2021-08-14
hbi,buy,44382.50399999999,20.28,40000.0,1.14,2021-08-14
met,buy,23993.28,61.91,24000.0,1.0,2021-08-14
vfc,buy,138111.77448927012,79.44,121000.0,1.15,2021-08-14
kmb,sell,25250.881985803266,133.43,24500.0,1.02,2021-08-14
kmb,sell,17250.881985803266,133.43,16500.0,1.03,2021-08-14
adm,buy,50446.873999999996,60.79,40000.0,1.33,2021-08-14
vz,buy,243773.40939221653,54.33,231500.0,1.05,2021-08-14
fis,buy,125942.21898310407,133.88,129000.0,0.97,2021-08-14
lin,buy,92854.20159999999,307.35,64500.0,1.5,2021-08-14
mdt,buy,182626.19383627115,126.93,153000.0,1.2,2021-08-14
ctsh,buy,111517.72344714242,76.52,104500.0,1.07,2021-08-14
fb,buy,115308.12864319606,364.66,71500.0,1.69,2021-08-14
pg,buy,232896.88801367313,142.33,196000.0,1.2,2021-08-14
pep,buy,193000.2921202087,156.67,156000.0,1.25,2021-08-14
gm,buy,110965.5,54.62,81000.0,1.41,2021-08-14
mdlz,buy,79859.53802473602,62.39,72500.0,1.11,2021-08-14
pfe,buy,433499.06517648615,46.48,320000.0,1.36,2021-08-14
hig,buy,73656.12280004864,66.89,64500.0,1.16,2021-08-14
bac,buy,257083.16699836086,41.53,161000.0,1.63,2021-08-14
tfc,buy,132425.25852799998,57.78,80500.0,1.72,2021-08-14
dis,buy,131129.53837567306,187.58,115500.0,1.15,2021-08-14
nvr,buy,83805.42330000001,5285.19,72500.0,1.18,2021-08-14
aig,buy,142708.8329607731,53.25,105000.0,1.39,2021-08-14
pfe,sell,425499.06517648615,46.48,312000.0,1.35,2021-08-14
wba,buy,85180.66724770649,49.32,80500.0,1.06,2021-08-14
de,buy,121504.44241920002,384.92,80000.0,1.58,2021-08-14
carr,buy,29775.2,55.69,24000.0,1.36,2021-08-14
hum,buy,113115.17648096003,409.76,104500.0,1.09,2021-08-14
aig,buy,175208.8329607731,53.25,137500.0,1.36,2021-08-14
vmc,sell,27422.4,189.2,16000.0,1.48,2021-08-14
rop,sell,42908.46,478.26,32000.0,1.27,2021-08-14
rost,sell,8000.0,125.71,8000.0,1.62,2021-08-14
pgr,sell,12523.2,95.33,8000.0,1.28,2021-08-14
mkl,sell,8000.0,1284.49,8000.0,1.33,2021-08-14
len,sell,29161.439359999997,107.8,16000.0,1.55,2021-08-14
fast,sell,14906.400000000001,55.32,8000.0,1.43,2021-08-14
adsk,sell,29050.0,334.0,24500.0,1.14,2021-08-14
apd,sell,54860.56,276.79,40500.0,1.3,2021-08-14
ares,sell,8000.0,71.05,8000.0,1.23,2021-08-14
bki,sell,8968.0,76.87,8000.0,1.06,2021-08-14
lbrda,sell,23812.34176000001,177.35,8000.0,1.99,2021-08-14
tru,sell,16288.0,119.16,8000.0,1.52,2021-08-14
fnf,sell,8000.0,48.0,8000.0,1.09,2021-08-14
sq,sell,47818.23968,271.91,8000.0,3.49,2021-08-14
info,sell,8000.0,119.63,8000.0,1.07,2021-08-14
bfam,sell,8000.0,144.82,8000.0,1.02,2021-08-14
hlt,sell,38800.0,123.43,24500.0,1.44,2021-08-14
qsr,sell,8000.0,64.03,8000.0,1.21,2021-08-14
wix,sell,8000.0,210.74,8000.0,0.92,2021-08-14
kw,sell,8000.0,20.89,8000.0,1.37,2021-08-14
dg,sell,34979.949568,236.83,24000.0,1.34,2021-08-14
h,sell,8000.0,72.5,8000.0,1.28,2021-08-14
vrsk,sell,11116.8,191.31,8000.0,1.19,2021-08-14
msci,sell,45823.84,622.98,16000.0,2.24,2021-08-14
spgi,sell,99228.77984,439.69,64500.0,1.48,2021-08-14
gwre,sell,25103.615999999995,111.55,24000.0,1.03,2021-08-14
cbre,sell,8000.0,95.6,8000.0,1.11,2021-08-14
frc,sell,34975.1328,200.08,24000.0,1.34,2021-08-14
aon,sell,38577.7734475,274.35,24000.0,1.46,2021-08-14
lyv,sell,8000.0,84.02,8000.0,1.63,2021-08-14
hhc,sell,8000.0,92.49,8000.0,1.54,2021-08-14
orly,sell,8000.0,596.93,8000.0,1.08,2021-08-14
mco,sell,33815.0304,376.87,16000.0,1.74,2021-08-14
dpz,sell,8000.0,514.63,8000.0,1.39,2021-08-14
vrsn,sell,8725.599999999999,210.3,8000.0,1.05,2021-08-14
acgl,sell,8000.0,41.66,8000.0,2.58,2021-08-14
it,sell,66755.445856,305.65,16000.0,3.11,2021-08-14
a,sell,66325.53,158.86,32500.0,1.84,2021-08-14
tyl,sell,12137.599999999999,477.05,8000.0,1.26,2021-08-14
anss,sell,13568.8,363.45,8000.0,1.35,2021-08-14
mtd,sell,21948.8,1537.66,8000.0,1.87,2021-08-14
mchp,sell,54894.79843840001,75.57,32500.0,1.55,2021-08-14
cprt,sell,32443.200000000004,141.91,16000.0,1.69,2021-08-14
cacc,sell,8000.0,557.68,8000.0,1.27,2021-08-14
mlm,sell,53433.978879999995,387.14,24000.0,1.92,2021-08-14
kmx,sell,32500.0,129.75,32500.0,1.55,2021-08-14
mtn,sell,19904.0,295.99,8000.0,1.74,2021-08-14
idxx,sell,45415.803424,675.67,16000.0,2.23,2021-08-14
bro,sell,8000.0,55.38,8000.0,1.35,2021-08-14
csgp,sell,30284.68,83.97,24000.0,1.2,2021-08-14
adm,sell,41437.936519999996,59.73,32000.0,1.24,2021-09-16
pm,buy,174016.13840951206,101.4,131500.0,1.43,2021-09-16
els,buy,32500.0,82.91,32500.0,1,2021-09-16
gd,buy,124952.14786881901,197.16,97500.0,1.42,2021-09-16
mnst,buy,34263.23521536,94.96,24000.0,1.64,2021-09-16
ms,sell,93633.30046786509,101.92,40500.0,2.1,2021-09-16
schw,sell,61244.97507243141,69.43,56000.0,1.08,2021-09-16
aig,sell,168960.92129038085,53.88,129500.0,1.29,2021-09-16
fis,buy,122607.41927462471,122.5,137000.0,0.89,2021-09-16
sage,sell,8000.0,43.6,8000.0,0.61,2021-09-16
afl,sell,40750.0,53.64,24500.0,1.5,2021-09-16
see,sell,8000.0,58.08,8000.0,1.85,2021-09-16
xray,sell,15685.599999999999,61.83,8000.0,1.48,2021-09-16
qgen,sell,8000.0,53.7,8000.0,1.26,2021-09-16
zg,sell,30304.0,92.21,8000.0,2.39,2021-09-16
cna,sell,16816.0,41.06,8000.0,1.55,2021-09-16
znga,sell,39938.25280000001,8.19,48000.0,0.86,2021-09-16
fls,sell,11046.400000000001,35.1,8000.0,1.19,2021-09-16
low,sell,83614.908,204.79,32500.0,2.26,2021-09-16
nke,sell,134479.14164651014,158.04,66500.0,1.91,2021-09-16
incy,sell,4700.799999999999,72.24,8000.0,0.79,2021-09-16
nbix,sell,8000.0,94.62,8000.0,0.99,2021-09-16
nem,sell,7523.199999999999,56.36,8000.0,0.97,2021-09-16
lii,sell,8000.0,311.46,8000.0,1.59,2021-09-16
hxl,sell,23368.799999999996,57.18,8000.0,1.96,2021-09-16
swk,sell,16472.0,181.34,8000.0,1.53,2021-09-16
prgo,sell,6123.199999999999,45.31,8000.0,0.88,2021-09-16
aal,sell,13728.464447999995,19.21,16000.0,0.91,2021-09-16
dow,sell,38188.01996799999,58.22,24000.0,1.44,2021-09-16
fslr,sell,8000.0,105.16,8000.0,1.42,2021-09-16
qcom,sell,50328.07576000001,141.0,32000.0,1.46,2021-09-16
gm,sell,95197.91500000001,50.74,73000.0,1.27,2021-09-16
udr,sell,10159.797760000009,52.78,8000.0,1.13,2021-09-16
xrx,sell,10876.0,20.13,8000.0,1.18,2021-09-16
ph,sell,121509.34460528182,288.71,96500.0,1.24,2021-09-16
elan,sell,12172.8,32.92,8000.0,1.26,2021-09-16
regn,sell,38654.2816976,664.99,16000.0,1.94,2021-09-16
mkc,sell,10439.199999999997,84.39,8000.0,1.15,2021-09-16
glw,sell,67894.50030288898,37.77,32000.0,1.9,2021-09-16
nsc,sell,127830.842834009,247.16,99000.0,1.27,2021-09-16
unm,sell,20111.2,25.5,8000.0,1.76,2021-09-16
cprt,sell,26065.360000000008,149.36,8000.0,2.13,2021-09-16
vtrs,sell,3782.0730245119994,13.68,8000.0,0.74,2021-09-16
mtn,sell,8000.0,296.71,8000.0,2.49,2021-09-16
hrl,sell,8144.800000000001,41.95,8000.0,1.01,2021-09-16
nclh,sell,10545.8396,24.77,8000.0,1.16,2021-09-16
dg,sell,24181.553602560005,217.21,16000.0,1.34,2021-09-16
alk,sell,11051.2,56.3,8000.0,1.19,2021-09-16
zbh,sell,13440.0,143.42,8000.0,1.34,2021-09-16
amcr,sell,11857.599999999999,12.1,8000.0,1.24,2021-09-16
hum,sell,103984.02471615042,405.61,96500.0,1.07,2021-09-16
cmi,sell,17260.12159999999,233.42,8000.0,1.58,2021-09-16
mtd,sell,8000.0,1585.0,8000.0,2.83,2021-09-16
yumc,sell,8000.0,61.08,8000.0,1.26,2021-09-16
pki,sell,8000.0,188.2,8000.0,2.57,2021-09-16
len,sell,18536.909817599997,98.23,8000.0,1.66,2021-09-16
mco,sell,25815.030400000003,378.71,8000.0,2.11,2021-09-16
ip,sell,42506.65171071999,53.65,24000.0,1.58,2021-09-16
chh,sell,8000.0,120.47,8000.0,1.63,2021-09-16
ual,sell,18954.89521376,43.87,24000.0,0.84,2021-09-16
hpq,sell,31963.255551999988,27.36,16000.0,1.67,2021-09-16
tru,sell,8000.0,118.81,8000.0,2.04,2021-09-16
cck,sell,8000.0,109.11,8000.0,1.85,2021-09-16
payx,sell,16704.33728,110.41,8000.0,1.54,2021-09-16
pfg,sell,16900.800000000003,65.14,8000.0,1.56,2021-09-16
csx,sell,116247.81764479482,30.5,91000.0,1.26,2021-09-16
lyb,sell,8000.0,92.67,8000.0,2.22,2021-09-16
isrg,sell,121536.43602745567,348.99,40000.0,2.12,2021-09-16
nflx,sell,66028.51460005899,584.62,15000.0,2.07,2021-09-16
tt,sell,32500.0,181.27,32500.0,1.79,2021-09-16
wlk,sell,32500.0,86.17,32500.0,2.12,2021-09-16
dox,sell,32500.0,77.2,32500.0,1.34,2021-09-16
ame,sell,32500.0,130.53,32500.0,1.66,2021-09-16
ldos,sell,32500.0,93.95,32500.0,0.96,2021-09-16
shw,sell,26178.29359616,299.43,7500.0,1.47,2021-09-16
sui,sell,32500.0,198.07,32500.0,1.63,2021-09-16
gww,sell,28220.754,407.1,7500.0,1.52,2021-09-16
grmn,sell,56772.92135999999,169.47,8000.0,2.2,2021-09-16
ups,sell,65574.65754240002,191.49,16000.0,2.02,2021-09-16
ge,sell,32500.0,102.3,32500.0,1.72,2021-09-16
mmm,sell,31738.999999999985,181.86,16000.0,1.32,2021-09-16
wfc,sell,188224.13668256,45.67,107000.0,1.58,2021-09-16
lin,sell,61282.74361599999,310.52,32000.0,1.45,2021-09-16
tjx,sell,58271.78,68.97,32500.0,1.4,2021-09-16
ilmn,sell,137884.8257113319,452.2,89000.0,1.4,2021-09-16
spgi,sell,69705.64323520001,452.54,32000.0,1.58,2021-09-16
fisv,sell,32500.0,109.22,32500.0,1.19,2021-09-16
ice,sell,25043.584000000003,118.09,8000.0,1.42,2021-09-16
mtch,sell,28425.89839999999,159.97,24000.0,1.08,2021-09-16
crm,sell,31943.929999999993,256.75,32500.0,0.99,2021-09-16
mdlz,sell,44963.75188399393,60.35,40000.0,1.07,2021-09-16
cl,sell,21552.344000000005,76.42,16000.0,1.11,2021-09-16
fis,sell,90107.41927462471,122.5,104500.0,0.89,2021-09-16
bsx,sell,24855.989383509368,44.85,16000.0,1.18,2021-09-16
sbux,sell,237516.4031453,117.02,129000.0,1.67,2021-09-16
itw,sell,36522.066000000006,218.24,16000.0,1.42,2021-09-16
mo,sell,107952.53015,47.46,73000.0,1.33,2021-09-16
vz,sell,206397.9412043722,53.13,199000.0,1.03,2021-09-16
ibm,sell,68750.0,128.46,48500.0,1.25,2021-09-16
lbrda,sell,32500.0,172.94,32500.0,2.92,2021-09-16
adbe,sell,203457.41569218712,663.31,89000.0,1.94,2021-09-16
el,sell,92328.61708881201,330.36,32000.0,1.94,2021-09-16
tfc,sell,90655.49043103999,53.83,48000.0,1.53,2021-09-16
rsg,sell,41646.1136,125.36,16000.0,1.53,2021-09-16
gpn,sell,32500.0,160.47,32500.0,1.12,2021-09-16
avgo,sell,52632.48127999999,510.7,8000.0,2.1,2021-09-16
vfc,sell,89038.3615505577,69.72,88500.0,1.0,2021-09-16
yndx,sell,75000.0,81.87,75000.0,2.05,2021-09-16
mmc,sell,49748.71141302526,158.76,5500.0,1.55,2021-09-16
blk,sell,125183.01957533997,897.86,32500.0,1.86,2021-09-16
ko,sell,169960.28062114265,55.25,146500.0,1.11,2021-09-16
cmcsa,sell,33917.35914,55.59,16000.0,1.2,2021-09-16
tmus,sell,75000.0,128.84,75000.0,1.5,2021-09-16
unh,sell,148169.33565,408.17,48500.0,1.81,2021-09-16
txn,sell,166334.8546042893,197.59,70500.0,1.66,2021-09-16
wmt,sell,75000.0,144.17,75000.0,1.26,2021-09-16
ohi,buy,8000.0,30.96,8000.0,1,2021-09-16
phm,buy,18320.0,46.91,16000.0,1.29,2021-09-16
uaa,buy,16240.0,21.41,16000.0,1.03,2021-09-16
mu,buy,250436.09679879178,73.49,168000.0,1.52,2021-09-16
wrb,buy,8000.0,46.44,8000.0,1,2021-09-16
bro,buy,16080.0,55.92,16000.0,1.01,2021-09-16
ndsn,buy,8000.0,242.05,8000.0,1,2021-09-16
wday,buy,19280.0,271.58,16000.0,1.41,2021-09-16
xyl,buy,40336.0,134.08,24000.0,2.02,2021-09-16
penn,buy,8000.0,75.07,8000.0,1,2021-09-16
lnc,buy,27866.527851499995,64.78,32500.0,0.81,2021-09-16
stx,buy,18320.0,82.73,16000.0,1.29,2021-09-16
rjf,buy,18544.352000000003,88.91,16000.0,1.32,2021-09-16
docu,buy,8000.0,273.9,8000.0,1,2021-09-16
jci,buy,32537.600000000002,73.78,16000.0,3.07,2021-09-16
skx,buy,8000.0,46.17,8000.0,1,2021-09-16
cri,buy,8000.0,98.84,8000.0,1,2021-09-16
cf,buy,35040.0,45.72,24000.0,1.69,2021-09-16
uber,buy,17062.4,39.01,16000.0,1.13,2021-09-16
ci,buy,148184.21353532132,202.14,131500.0,1.14,2021-09-16
br,buy,19840.0,169.09,16000.0,1.48,2021-09-16
abc,buy,29470.4,122.24,24000.0,1.34,2021-09-16
ibkr,buy,17206.911999999997,61.4,16000.0,1.15,2021-09-16
tpr,buy,12037.04,39.19,16000.0,0.5,2021-09-16
maa,buy,8000.0,189.62,8000.0,1,2021-09-16
so,buy,14034.280846399997,64.61,16000.0,0.75,2021-09-16
gnrc,buy,8000.0,433.54,8000.0,1,2021-09-16
dell,buy,46685.600000000006,49.39,24000.0,2.42,2021-09-16
ctxs,buy,17440.0,115.0,16000.0,1.18,2021-09-16
spot,buy,14000.0,244.2,16000.0,0.75,2021-09-16
deck,buy,8000.0,436.63,8000.0,1,2021-09-16
aig,buy,176960.92129038085,53.88,137500.0,1.3,2021-09-16
